epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_group:4,loss_group:5,loss_group:6,loss_group:7,loss_group:8,loss_group:9,loss_group:10,loss_group:11,loss_group:12,loss_group:13,loss_group:14,loss_group:15,loss_group:16,loss_group:17,loss_group:18,loss_group:19,loss_group:20,loss_group:21,loss_group:22,loss_avg,mse_group:0,mse_group:1,mse_group:2,mse_group:3,mse_group:4,mse_group:5,mse_group:6,mse_group:7,mse_group:8,mse_group:9,mse_group:10,mse_group:11,mse_group:12,mse_group:13,mse_group:14,mse_group:15,mse_group:16,mse_group:17,mse_group:18,mse_group:19,mse_group:20,mse_group:21,mse_group:22,mse_avg,objective,alpha_group:0,alpha_group:1,alpha_group:2,alpha_group:3,alpha_group:4,alpha_group:5,alpha_group:6,alpha_group:7,alpha_group:8,alpha_group:9,alpha_group:10,alpha_group:11,alpha_group:12,alpha_group:13,alpha_group:14,alpha_group:15,alpha_group:16,alpha_group:17,alpha_group:18,alpha_group:19,alpha_group:20,alpha_group:21,alpha_group:22,count_group:0,count_group:1,count_group:2,count_group:3,count_group:4,count_group:5,count_group:6,count_group:7,count_group:8,count_group:9,count_group:10,count_group:11,count_group:12,count_group:13,count_group:14,count_group:15,count_group:16,count_group:17,count_group:18,count_group:19,count_group:20,count_group:21,count_group:22,count
0,50,nan,nan,nan,0.9963354468345642,nan,1.131052851676941,nan,0.754672646522522,nan,15.330422401428223,1.31378173828125,1.0138497352600098,nan,1.4677627086639404,1.277449607849121,nan,1.9811604022979736,nan,nan,0.9351484179496765,0.9222351908683777,1.2632429599761963,1.293379306793213,2.412592859864235,nan,nan,nan,0.9963354468345642,nan,1.131052851676941,nan,0.754672646522522,nan,15.330422401428223,1.31378173828125,1.0138497352600098,nan,1.4677627086639404,1.277449607849121,nan,1.9811604022979736,nan,nan,0.9351484179496765,0.9222351908683777,1.2632429599761963,1.293379306793213,2.412592859864235,1.9760824784636486,nan,nan,nan,0.07623238116502762,nan,0.0747143030166626,nan,0.0746769905090332,nan,0.09425194561481476,0.07704310119152069,0.07512781023979187,nan,0.07650741934776306,0.07640309631824493,nan,0.07606672495603561,nan,nan,0.0741584524512291,0.07477162778377533,0.07425051182508469,0.07584217190742493,0.0,0.0,0.0,104.0,0.0,121.0,0.0,128.0,0.0,136.0,122.0,95.0,0.0,144.0,125.0,0.0,136.0,0.0,0.0,114.0,126.0,126.0,123.0,1600
0,100,nan,nan,nan,0.42579540610313416,nan,0.3414343595504761,nan,0.4719613492488861,nan,0.3694823682308197,0.28460264205932617,0.26600900292396545,nan,0.4271763265132904,0.695756733417511,nan,0.37046536803245544,nan,nan,0.24230043590068817,0.29676443338394165,0.3486406207084656,0.48032334446907043,0.38929171234369275,nan,nan,nan,0.42579540610313416,nan,0.3414343595504761,nan,0.4719613492488861,nan,0.3694823682308197,0.28460264205932617,0.26600900292396545,nan,0.4271763265132904,0.695756733417511,nan,0.37046536803245544,nan,nan,0.24230043590068817,0.29676443338394165,0.3486406207084656,0.48032334446907043,0.38929171234369275,0.3793215340375899,nan,nan,nan,0.07679317146539688,nan,0.07405921071767807,nan,0.07472588866949081,nan,0.09457870572805405,0.07714778929948807,0.07456526905298233,nan,0.07673075050115585,0.07713115215301514,nan,0.07634244114160538,nan,nan,0.0736658126115799,0.07363412529230118,0.07404746115207672,0.07658360153436661,0.0,0.0,0.0,127.0,0.0,106.0,0.0,135.0,0.0,160.0,116.0,125.0,0.0,116.0,127.0,0.0,135.0,0.0,0.0,108.0,116.0,114.0,115.0,1600
0,150,nan,nan,nan,0.3097066879272461,nan,0.2701605558395386,nan,0.3614702522754669,nan,0.39541563391685486,0.28078386187553406,0.23629230260849,nan,0.308172345161438,0.5442458987236023,nan,0.33602064847946167,nan,nan,0.17608579993247986,0.36165666580200195,0.3273679316043854,0.5731150507926941,0.3471444171667098,nan,nan,nan,0.3097066879272461,nan,0.2701605558395386,nan,0.3614702522754669,nan,0.39541563391685486,0.28078386187553406,0.23629230260849,nan,0.308172345161438,0.5442458987236023,nan,0.33602064847946167,nan,nan,0.17608579993247986,0.36165666580200195,0.3273679316043854,0.5731150507926941,0.3471444171667098,0.3300104081630706,nan,nan,nan,0.07701034843921661,nan,0.07359225302934647,nan,0.07452020794153214,nan,0.09499921649694443,0.07707855850458145,0.074020154774189,nan,0.07644707709550858,0.07825332880020142,nan,0.07644142210483551,nan,nan,0.07329904288053513,0.07341022789478302,0.0739559531211853,0.07701017707586288,0.0,0.0,0.0,115.0,0.0,120.0,0.0,130.0,0.0,112.0,129.0,113.0,0.0,138.0,129.0,0.0,123.0,0.0,0.0,110.0,133.0,124.0,124.0,1600
0,200,nan,nan,nan,0.3630050718784332,nan,0.3983347713947296,nan,0.3271767199039459,nan,0.4275422692298889,0.20658236742019653,0.23264478147029877,nan,0.3924279808998108,0.6127074360847473,nan,0.5500863790512085,nan,nan,0.17917951941490173,0.31133100390434265,0.4020916819572449,0.4143456220626831,0.3645511010289192,nan,nan,nan,0.3630050718784332,nan,0.3983347713947296,nan,0.3271767199039459,nan,0.4275422692298889,0.20658236742019653,0.23264478147029877,nan,0.3924279808998108,0.6127074360847473,nan,0.5500863790512085,nan,nan,0.17917951941490173,0.31133100390434265,0.4020916819572449,0.4143456220626831,0.3645511010289192,0.3601403346657752,nan,nan,nan,0.07679641246795654,nan,0.07311268150806427,nan,0.07434039562940598,nan,0.09584949910640717,0.07683753967285156,0.0736849308013916,nan,0.0760422870516777,0.07899117469787598,nan,0.07691733539104462,nan,nan,0.07284445315599442,0.07313801348209381,0.07407777011394501,0.0773598924279213,0.0,0.0,0.0,126.0,0.0,134.0,0.0,111.0,0.0,128.0,138.0,124.0,0.0,104.0,102.0,0.0,116.0,0.0,0.0,126.0,139.0,132.0,120.0,1600
0,250,nan,nan,nan,0.2928653657436371,nan,0.32528063654899597,nan,0.38020700216293335,nan,0.4751247763633728,0.27415329217910767,0.21016164124011993,nan,0.33840158581733704,0.4057629108428955,nan,0.4212670922279358,nan,nan,0.21347880363464355,0.3489762544631958,0.3784799873828888,0.5705564022064209,0.35870525807142256,nan,nan,nan,0.2928653657436371,nan,0.32528063654899597,nan,0.38020700216293335,nan,0.4751247763633728,0.27415329217910767,0.21016164124011993,nan,0.33840158581733704,0.4057629108428955,nan,0.4212670922279358,nan,nan,0.21347880363464355,0.3489762544631958,0.3784799873828888,0.5705564022064209,0.35870525807142256,0.3343037042021751,nan,nan,nan,0.07706896960735321,nan,0.0727749764919281,nan,0.0740121603012085,nan,0.09675588458776474,0.07649963349103928,0.07321678102016449,nan,0.0758509710431099,0.07904292643070221,nan,0.07723396271467209,nan,nan,0.07245994359254837,0.07295501977205276,0.07464179396629333,0.07748895138502121,0.0,0.0,0.0,127.0,0.0,115.0,0.0,125.0,0.0,124.0,130.0,127.0,0.0,127.0,133.0,0.0,118.0,0.0,0.0,105.0,113.0,125.0,131.0,1600
0,300,nan,nan,nan,0.30943354964256287,nan,0.36012378334999084,nan,0.3577190339565277,nan,0.35502350330352783,0.2386014312505722,0.28197813034057617,nan,0.2925022840499878,0.5298478603363037,nan,0.36692026257514954,nan,nan,0.1891627311706543,0.3365550935268402,0.3476577401161194,0.38326871395111084,0.33099411517381655,nan,nan,nan,0.30943354964256287,nan,0.36012378334999084,nan,0.3577190339565277,nan,0.35502350330352783,0.2386014312505722,0.28197813034057617,nan,0.2925022840499878,0.5298478603363037,nan,0.36692026257514954,nan,nan,0.1891627311706543,0.3365550935268402,0.3476577401161194,0.38326871395111084,0.33099411517381655,0.3004994291067124,nan,nan,nan,0.07688431441783905,nan,0.07239937037229538,nan,0.07409526407718658,nan,0.09703351557254791,0.07631979137659073,0.07278531789779663,nan,0.07532287389039993,0.07905648648738861,nan,0.07754357904195786,nan,nan,0.07245471328496933,0.07318523526191711,0.07460207492113113,0.07828076183795929,0.0,0.0,0.0,98.0,0.0,130.0,0.0,139.0,0.0,118.0,136.0,118.0,0.0,111.0,117.0,0.0,118.0,0.0,0.0,157.0,110.0,124.0,124.0,1600
0,307,nan,nan,nan,0.3307642340660095,nan,0.5718899965286255,nan,0.48425716161727905,nan,0.2579970359802246,0.4003521502017975,0.3971793055534363,nan,0.24570629000663757,0.4469854235649109,nan,0.3308245539665222,nan,nan,0.1397956758737564,0.22463592886924744,0.4551282525062561,0.4754982888698578,0.37057921933341154,nan,nan,nan,0.3307642340660095,nan,0.5718899965286255,nan,0.48425716161727905,nan,0.2579970359802246,0.4003521502017975,0.3971793055534363,nan,0.24570629000663757,0.4469854235649109,nan,0.3308245539665222,nan,nan,0.1397956758737564,0.22463592886924744,0.4551282525062561,0.4754982888698578,0.37057921933341154,0.34554993743218754,nan,nan,nan,0.07667569071054459,nan,0.0720689445734024,nan,0.07403179258108139,nan,0.09704434871673584,0.07603561133146286,0.07280021905899048,nan,0.07515621185302734,0.07931280881166458,nan,0.0776527151465416,nan,nan,0.07257351279258728,0.07324425876140594,0.07490818202495575,0.07851234823465347,0.0,0.0,0.0,10.0,0.0,13.0,0.0,16.0,0.0,19.0,12.0,14.0,0.0,11.0,16.0,0.0,16.0,0.0,0.0,15.0,15.0,19.0,21.0,197
1,50,nan,nan,nan,0.2961626350879669,nan,0.23899850249290466,nan,0.3879702091217041,nan,0.31771841645240784,0.2382993996143341,0.238658145070076,nan,0.36603298783302307,0.36997419595718384,nan,0.34649282693862915,nan,nan,0.21261872351169586,0.2318994700908661,0.34750261902809143,0.40203189849853516,0.3082709127664565,nan,nan,nan,0.2961626350879669,nan,0.23899850249290466,nan,0.3879702091217041,nan,0.31771841645240784,0.2382993996143341,0.238658145070076,nan,0.36603298783302307,0.36997419595718384,nan,0.34649282693862915,nan,nan,0.21261872351169586,0.2318994700908661,0.34750261902809143,0.40203189849853516,0.3082709127664565,0.2835883435606956,nan,nan,nan,0.07652715593576431,nan,0.07172764092683792,nan,0.07398941367864609,nan,0.0972304716706276,0.07593119889497757,0.07277659326791763,nan,0.07532086968421936,0.0792527049779892,nan,0.07777510583400726,nan,nan,0.07249784469604492,0.07304975390434265,0.0750228688120842,0.07891889661550522,0.0,0.0,0.0,107.0,0.0,142.0,0.0,136.0,0.0,119.0,112.0,112.0,0.0,117.0,129.0,0.0,104.0,0.0,0.0,115.0,137.0,142.0,128.0,1600
1,100,nan,nan,nan,0.32354533672332764,nan,0.24182705581188202,nan,0.36429131031036377,nan,0.34383073449134827,0.23120920360088348,0.30367591977119446,nan,0.3802621364593506,0.5576586723327637,nan,0.3658744692802429,nan,nan,0.1652432382106781,0.29051393270492554,0.21984100341796875,0.3565232753753662,0.3160123389959335,nan,nan,nan,0.32354533672332764,nan,0.24182705581188202,nan,0.36429131031036377,nan,0.34383073449134827,0.23120920360088348,0.30367591977119446,nan,0.3802621364593506,0.5576586723327637,nan,0.3658744692802429,nan,nan,0.1652432382106781,0.29051393270492554,0.21984100341796875,0.3565232753753662,0.3160123389959335,0.3018339264392851,nan,nan,nan,0.07672382891178131,nan,0.07129272073507309,nan,0.07415801286697388,nan,0.0973690003156662,0.07616589963436127,0.07264776527881622,nan,0.07541431486606598,0.07954564690589905,nan,0.07767410576343536,nan,nan,0.07233177125453949,0.07279578596353531,0.07496964186429977,0.07894382625818253,0.0,0.0,0.0,121.0,0.0,133.0,0.0,147.0,0.0,116.0,144.0,115.0,0.0,126.0,117.0,0.0,105.0,0.0,0.0,122.0,116.0,129.0,109.0,1600
1,150,nan,nan,nan,0.4210050702095032,nan,0.15657436847686768,nan,0.32189711928367615,nan,0.25059086084365845,0.29014942049980164,0.27404963970184326,nan,0.38155272603034973,0.48272886872291565,nan,0.35559383034706116,nan,nan,0.18057870864868164,0.18632376194000244,0.25028571486473083,0.5075405240058899,0.31104836463928215,nan,nan,nan,0.4210050702095032,nan,0.15657436847686768,nan,0.32189711928367615,nan,0.25059086084365845,0.29014942049980164,0.27404963970184326,nan,0.38155272603034973,0.48272886872291565,nan,0.35559383034706116,nan,nan,0.18057870864868164,0.18632376194000244,0.25028571486473083,0.5075405240058899,0.31104836463928215,0.29201940089464173,nan,nan,nan,0.07707999646663666,nan,0.0707620233297348,nan,0.07431355118751526,nan,0.09750169515609741,0.07606510818004608,0.07256592810153961,nan,0.07518725097179413,0.07997137308120728,nan,0.07808384299278259,nan,nan,0.07201847434043884,0.07234364002943039,0.07473244518041611,0.07938803732395172,0.0,0.0,0.0,105.0,0.0,117.0,0.0,113.0,0.0,143.0,127.0,123.0,0.0,126.0,129.0,0.0,141.0,0.0,0.0,110.0,127.0,128.0,111.0,1600
1,200,nan,nan,nan,0.2957201898097992,nan,0.23027600347995758,nan,0.31805238127708435,nan,0.34165602922439575,0.2462543100118637,0.24188168346881866,nan,0.38747820258140564,0.3735356032848358,nan,0.3047144114971161,nan,nan,0.15549758076667786,0.2713398039340973,0.24129869043827057,0.3517140746116638,0.28634397745132434,nan,nan,nan,0.2957201898097992,nan,0.23027600347995758,nan,0.31805238127708435,nan,0.34165602922439575,0.2462543100118637,0.24188168346881866,nan,0.38747820258140564,0.3735356032848358,nan,0.3047144114971161,nan,nan,0.15549758076667786,0.2713398039340973,0.24129869043827057,0.3517140746116638,0.28634397745132434,0.2710047602653503,nan,nan,nan,0.07765468209981918,nan,0.0703144371509552,nan,0.0743340253829956,nan,0.09695488959550858,0.07639612257480621,0.07220160216093063,nan,0.07524102926254272,0.08052496612071991,nan,0.07840534299612045,nan,nan,0.07196277379989624,0.0718419998884201,0.07424316555261612,0.07993746548891068,0.0,0.0,0.0,121.0,0.0,117.0,0.0,115.0,0.0,109.0,115.0,129.0,0.0,108.0,118.0,0.0,131.0,0.0,0.0,133.0,124.0,150.0,130.0,1600
1,250,nan,nan,nan,0.2742047905921936,nan,0.22661739587783813,nan,0.29183846712112427,nan,0.3370931148529053,0.21193702518939972,0.21279820799827576,nan,0.32266461849212646,0.4558335840702057,nan,0.2917417287826538,nan,nan,0.16740760207176208,0.27758875489234924,0.4419376254081726,0.3368088901042938,0.2975289234519005,nan,nan,nan,0.2742047905921936,nan,0.22661739587783813,nan,0.29183846712112427,nan,0.3370931148529053,0.21193702518939972,0.21279820799827576,nan,0.32266461849212646,0.4558335840702057,nan,0.2917417287826538,nan,nan,0.16740760207176208,0.27758875489234924,0.4419376254081726,0.3368088901042938,0.2975289234519005,0.2901500716805458,nan,nan,nan,0.0779857486486435,nan,0.07013300061225891,nan,0.07442755997180939,nan,0.09703622758388519,0.07634462416172028,0.07176437973976135,nan,0.07540125399827957,0.08087587356567383,nan,0.07835153490304947,nan,nan,0.07136707752943039,0.0716351643204689,0.0741676464676857,0.08055101335048676,0.0,0.0,0.0,116.0,0.0,118.0,0.0,133.0,0.0,127.0,139.0,128.0,0.0,112.0,119.0,0.0,125.0,0.0,0.0,104.0,117.0,135.0,127.0,1600
1,300,nan,nan,nan,0.27264079451560974,nan,0.2368210256099701,nan,0.2665942311286926,nan,0.3255080282688141,0.22953549027442932,0.21391329169273376,nan,0.4004521071910858,0.4120329022407532,nan,0.2540725767612457,nan,nan,0.1512088030576706,0.19634993374347687,0.2899322509765625,0.2399238646030426,0.26961023271083817,nan,nan,nan,0.27264079451560974,nan,0.2368210256099701,nan,0.2665942311286926,nan,0.3255080282688141,0.22953549027442932,0.21391329169273376,nan,0.4004521071910858,0.4120329022407532,nan,0.2540725767612457,nan,nan,0.1512088030576706,0.19634993374347687,0.2899322509765625,0.2399238646030426,0.26961023271083817,0.24618858173489566,nan,nan,nan,0.0781722441315651,nan,0.06964389234781265,nan,0.07467969506978989,nan,0.0973941832780838,0.07636360824108124,0.07150459289550781,nan,0.07550181448459625,0.08162061870098114,nan,0.07837831974029541,nan,nan,0.07090269774198532,0.07129199057817459,0.07452806830406189,0.08001118153333664,0.0,0.0,0.0,131.0,0.0,116.0,0.0,123.0,0.0,146.0,141.0,134.0,0.0,122.0,128.0,0.0,124.0,0.0,0.0,119.0,122.0,105.0,89.0,1600
1,307,nan,nan,nan,0.3418935239315033,nan,0.22795023024082184,nan,0.26481378078460693,nan,0.38888856768608093,0.23882338404655457,0.2510054111480713,nan,0.2918969392776489,0.4069105386734009,nan,0.5947137475013733,nan,nan,0.19679948687553406,0.37220266461372375,0.09864386916160583,0.6430954337120056,0.3297649072814109,nan,nan,nan,0.3418935239315033,nan,0.22795023024082184,nan,0.26481378078460693,nan,0.38888856768608093,0.23882338404655457,0.2510054111480713,nan,0.2918969392776489,0.4069105386734009,nan,0.5947137475013733,nan,nan,0.19679948687553406,0.37220266461372375,0.09864386916160583,0.6430954337120056,0.3297649072814109,0.36934135082712033,nan,nan,nan,0.07844917476177216,nan,0.06934598088264465,nan,0.0745011642575264,nan,0.09761428833007812,0.07655180245637894,0.07126381248235703,nan,0.07547585666179657,0.08200890570878983,nan,0.07858404517173767,nan,nan,0.07054112106561661,0.07103174179792404,0.07445406168699265,0.080147884786129,0.0,0.0,0.0,15.0,0.0,21.0,0.0,17.0,0.0,12.0,18.0,20.0,0.0,16.0,17.0,0.0,11.0,0.0,0.0,7.0,13.0,13.0,17.0,197
2,50,nan,nan,nan,0.21725651621818542,nan,0.2087266445159912,nan,0.25795289874076843,nan,0.29180845618247986,0.20987629890441895,0.22863315045833588,nan,0.28817811608314514,0.5069931149482727,nan,0.24079184234142303,nan,nan,0.14126890897750854,0.2755715250968933,0.2613096237182617,0.43268075585365295,0.27525647342205023,nan,nan,nan,0.21725651621818542,nan,0.2087266445159912,nan,0.25795289874076843,nan,0.29180845618247986,0.20987629890441895,0.22863315045833588,nan,0.28817811608314514,0.5069931149482727,nan,0.24079184234142303,nan,nan,0.14126890897750854,0.2755715250968933,0.2613096237182617,0.43268075585365295,0.27525647342205023,0.2439819379150866,nan,nan,nan,0.07855311781167984,nan,0.06916738301515579,nan,0.0744706317782402,nan,0.0974598154425621,0.07657606154680252,0.0707685574889183,nan,0.07551616430282593,0.08264336735010147,nan,0.07871649414300919,nan,nan,0.07016468048095703,0.07115772366523743,0.07467286288738251,0.0801950991153717,0.0,0.0,0.0,149.0,0.0,116.0,0.0,130.0,0.0,95.0,109.0,146.0,0.0,108.0,125.0,0.0,114.0,0.0,0.0,121.0,115.0,129.0,143.0,1600
2,100,nan,nan,nan,0.2449205368757248,nan,0.22421738505363464,nan,0.2874833345413208,nan,0.3515951633453369,0.21629193425178528,0.22022053599357605,nan,0.4154159724712372,0.5203959941864014,nan,0.2814217805862427,nan,nan,0.13837632536888123,0.22199827432632446,0.24554632604122162,0.36482539772987366,0.2897742512822152,nan,nan,nan,0.2449205368757248,nan,0.22421738505363464,nan,0.2874833345413208,nan,0.3515951633453369,0.21629193425178528,0.22022053599357605,nan,0.4154159724712372,0.5203959941864014,nan,0.2814217805862427,nan,nan,0.13837632536888123,0.22199827432632446,0.24554632604122162,0.36482539772987366,0.2897742512822152,0.2629353873431681,nan,nan,nan,0.07835865020751953,nan,0.06885664910078049,nan,0.07435539364814758,nan,0.09753928333520889,0.076494500041008,0.07062606513500214,nan,0.07555164396762848,0.08304627239704132,nan,0.07869381457567215,nan,nan,0.0697622075676918,0.07107722014188766,0.07521196454763412,0.0804821029305458,0.0,0.0,0.0,122.0,0.0,113.0,0.0,128.0,0.0,111.0,128.0,114.0,0.0,134.0,124.0,0.0,123.0,0.0,0.0,120.0,110.0,131.0,142.0,1600
